ell,A_low,A_up
1.1,0.00015888049706132021,2.630900126949793e-05
1.1273743016759779,0.00015888049706132021,2.635964179902005e-05
1.1547486033519554,0.00015888049706132021,2.641052984152177e-05
1.1821229050279332,0.00015888049706132021,2.646155054638177e-05
1.2094972067039107,0.00015888049706132021,2.6512591716741343e-05
1.2368715083798885,0.00015888049706132021,2.6563544463637972e-05
1.264245810055866,0.00015888049706132021,2.6614303778596197e-05
1.2916201117318438,0.00015888049706132021,2.6664769024695054e-05
1.3189944134078213,0.00015888049706132021,2.6714844347559456e-05
1.346368715083799,0.00015888049706132021,2.6764439008915036e-05
1.3737430167597766,0.00015888049706132021,2.681346764630964e-05
1.4011173184357544,0.00015888049706132021,2.6861850463354657e-05
1.428491620111732,0.00015888049706132021,2.6909513355393147e-05
1.4558659217877097,0.00015888049706132021,2.695638797587864e-05
1.4832402234636872,0.00015888049706132021,2.700241174897049e-05
1.510614525139665,0.00015888049706132021,2.7047527833939097e-05
1.5379888268156425,0.00015888049706132021,2.7091685046948504e-05
1.5653631284916203,0.00015888049706132021,2.7134837745664335e-05
1.5927374301675978,0.00015888049706132021,2.7176945681939894e-05
1.6201117318435756,0.00015888049706132021,2.721797382757982e-05
1.6474860335195531,0.00015888049706132021,2.7257892177882818e-05
1.674860335195531,0.00015888049706132021,2.7296675537337235e-05
1.7022346368715087,0.00015888049706132021,2.73343032914958e-05
1.7296089385474862,0.00015888049706132021,2.7370759168698877e-05
1.7569832402234637,0.00015888049706132021,2.740603099495729e-05
1.7843575418994415,0.00015888049706132021,2.7440110444952546e-05
1.8117318435754193,0.00015888049706132021,2.7472992791769374e-05
1.8391061452513968,0.00015888049706132021,2.750467665764734e-05
1.8664804469273744,0.00015888049706132021,2.753516376772725e-05
1.8938547486033521,0.00015888049706132021,2.7564458708477492e-05
1.9212290502793299,0.00015888049706132021,2.759256869221493e-05
1.9486033519553074,0.00015888049706132021,2.7619503328887617e-05
1.975977653631285,0.00015888049706132021,2.7645274406059782e-05
2.003351955307263,0.00015888049706132021,2.7669895677836012e-05
2.0307262569832405,0.00015888049706132021,2.7693382663278242e-05
2.058100558659218,0.00015888049706132021,2.771575245470664e-05
2.0854748603351956,0.00015888049706132021,2.7737023536132562e-05
2.112849162011173,0.00015888049706132021,2.7757215611946607e-05
2.140223463687151,0.00015888049706132021,2.7776349445876976e-05
2.1675977653631286,0.00015888049706132021,2.7794446710141017e-05
2.1949720670391066,0.00015888049706132021,2.781152984463502e-05
2.222346368715084,0.00015888049706132021,2.782762192594212e-05
2.2497206703910617,0.00015888049706132021,2.7842746545885402e-05
2.2770949720670393,0.00015888049706132021,2.7856927699310433e-05
2.304469273743017,0.00015888049706132021,2.787018968074823e-05
2.3318435754189943,0.00015888049706132021,2.7882556989584777e-05
2.3592178770949723,0.00015888049706132021,2.7894054243345405e-05
2.38659217877095,0.00015888049706132021,2.7904706098690923e-05
2.413966480446928,0.00015888049706132021,2.7914537179716335e-05
2.4413407821229054,0.00015888049706132021,2.792357201314177e-05
2.468715083798883,0.00015888049706132021,2.7931834969987557e-05
2.4960893854748605,0.00015888049706132021,2.7939350213331437e-05
2.523463687150838,0.00015888049706132021,2.7946141651754267e-05
2.5508379888268156,0.00015888049706132021,2.795223289809143e-05
2.5782122905027935,0.00015888049706132021,2.7957647233119395e-05
2.605586592178771,0.00015888049706132021,2.7962407573821024e-05
2.632960893854749,0.00015888049706132021,2.7966536445887555e-05
2.6603351955307266,0.00015888049706132021,2.7970055960131082e-05
2.687709497206704,0.00015888049706132021,2.7972987792496916e-05
2.7150837988826817,0.00015888049706132021,2.797535316738167e-05
2.7424581005586592,0.00015888049706132021,2.7977172843978716e-05
2.769832402234637,0.00015888049706132021,2.797846710538904e-05
2.7972067039106148,0.00015888049706132021,2.7979255750251063e-05
2.8245810055865923,0.00015888049706132021,2.797955808665851e-05
2.8519553072625703,0.00015888049706132021,2.797939292815042e-05
2.879329608938548,0.00015888049706132021,2.7978778591571904e-05
2.9067039106145254,0.00015888049706132021,2.7977732896618028e-05
2.934078212290503,0.00015888049706132021,2.7976273166886827e-05
2.9614525139664805,0.00015888049706132021,2.7974416232279888e-05
2.9888268156424584,0.00015888049706132021,2.7972178432601325e-05
3.016201117318436,0.00015888049706132021,2.7969575622217222e-05
3.043575418994414,0.00015888049706132021,2.7966623175648667e-05
3.0709497206703915,0.00015888049706132021,2.7963335993981545e-05
3.098324022346369,0.00015888049706132021,2.7959728511986008e-05
3.1256983240223466,0.00015888049706132021,2.7955814705847533e-05
3.153072625698324,0.00015888049706132021,2.795160810141981e-05
3.180446927374302,0.00015888049706132021,2.7947121782917787e-05
3.2078212290502797,0.00015888049706132021,2.794236840197635e-05
3.235195530726257,0.00015888049706132021,2.7937360187007028e-05
3.2625698324022347,0.00015888049706132021,2.7932108952791575e-05
3.2899441340782127,0.00015888049706132021,2.7926626110256916e-05
3.3173184357541903,0.00015888049706132021,2.7920922676381642e-05
3.344692737430168,0.00015888049706132021,2.7915009284189143e-05
3.3720670391061454,0.00015888049706132021,2.7908896192787093e-05
3.3994413407821233,0.00015888049706132021,2.790259329741739e-05
3.426815642458101,0.00015888049706132021,2.7896110139484466e-05
3.4541899441340784,0.00015888049706132021,2.7889455916533564e-05
3.481564245810056,0.00015888049706132021,2.7882639492153874e-05
3.508938547486034,0.00015888049706132021,2.787566940578444e-05
3.5363128491620115,0.00015888049706132021,2.7868553882403577e-05
3.563687150837989,0.00015888049706132021,2.786130084208492e-05
3.5910614525139666,0.00015888049706132021,2.7853917909405707e-05
3.6184357541899446,0.00015888049706132021,2.784641242269492e-05
3.645810055865922,0.00015888049706132021,2.7838791443110725e-05
3.6731843575418996,0.00015888049706132021,2.783106176353856e-05
3.700558659217877,0.00015888049706132021,2.7823229917302517e-05
3.727932960893855,0.00015888049706132021,2.7815302186684415e-05
3.7553072625698327,0.00015888049706132021,2.7807284611245883e-05
3.7826815642458103,0.00015888049706132021,2.779918299595011e-05
3.8100558659217882,0.00015888049706132021,2.779100291908095e-05
3.837430167597766,0.00015888049706132021,2.778274973995786e-05
3.8648044692737433,0.00015888049706132021,2.7774428606446015e-05
3.892178770949721,0.00015888049706132021,2.7766044462261782e-05
3.919553072625699,0.00015888049706132021,2.7757602054074165e-05
3.9469273743016764,0.00015888049706132021,2.774910593840359e-05
3.974301675977654,0.00015888049706132021,2.7740560488319733e-05
4.0016759776536315,0.00015888049706132021,2.773196989994071e-05
4.02905027932961,0.00015888049706132021,2.7723338198736115e-05
4.056424581005587,0.00015888049706132021,2.771466924563688e-05
4.083798882681565,0.00015888049706132021,2.7705966742955176e-05
4.111173184357542,0.00015888049706132021,2.769723424011771e-05
4.13854748603352,0.00015888049706132021,2.768847513921611e-05
4.165921787709498,0.00015888049706132021,2.767969270037815e-05
4.193296089385475,0.00015888049706132021,2.7670890046963744e-05
4.220670391061453,0.00015888049706132021,2.7662070170589778e-05
4.24804469273743,0.00015888049706132021,2.7653235935987745e-05
4.275418994413409,0.00015888049706132021,2.7644390085698533e-05
4.302793296089385,0.00015888049706132021,2.763553524460841e-05
4.330167597765364,0.00015888049706132021,2.762667392433045e-05
4.357541899441341,0.00015888049706132021,2.7617808527435667e-05
4.384916201117319,0.00015888049706132021,2.760894135153797e-05
4.412290502793296,0.00015888049706132021,2.7600074593237247e-05
4.439664804469274,0.00015888049706132021,2.759121035192451e-05
4.467039106145252,0.00015888049706132021,2.758235063345344e-05
4.494413407821229,0.00015888049706132021,2.7573497353682207e-05
4.521787709497207,0.00015888049706132021,2.7564652341889632e-05
4.549162011173184,0.00015888049706132021,2.7555817344069538e-05
4.5765363128491625,0.00015888049706132021,2.754699402610724e-05
4.60391061452514,0.00015888049706132021,2.753818397684187e-05
4.631284916201118,0.00015888049706132021,2.752938871101828e-05
4.658659217877096,0.00015888049706132021,2.7520609672132082e-05
4.686033519553073,0.00015888049706132021,2.7511848235171425e-05
4.713407821229051,0.00015888049706132021,2.750310570925891e-05
4.740782122905028,0.00015888049706132021,2.7494383340197043e-05
4.768156424581006,0.00015888049706132021,2.7485682312920453e-05
4.795530726256984,0.00015888049706132021,2.7477003753858093e-05
4.822905027932961,0.00015888049706132021,2.7468348733208498e-05
4.850279329608939,0.00015888049706132021,2.7459718267131193e-05
4.877653631284916,0.00015888049706132021,2.7451113319857037e-05
4.905027932960895,0.00015888049706132021,2.7442534805720474e-05
4.932402234636871,0.00015888049706132021,2.7433983591116357e-05
4.95977653631285,0.00015888049706132021,2.742546049638408e-05
4.987150837988827,0.00015888049706132021,2.7416966297621556e-05
5.014525139664805,0.00015888049706132021,2.740850172843157e-05
5.0418994413407825,0.00015888049706132021,2.7400067481602956e-05
5.06927374301676,0.00015888049706132021,2.739166421072886e-05
5.0966480446927385,0.00015888049706132021,2.7383292531764517e-05
5.124022346368715,0.00015888049706132021,2.7374953024526526e-05
5.1513966480446935,0.00015888049706132021,2.736664623413599e-05
5.17877094972067,0.00015888049706132021,2.7358372672407343e-05
5.206145251396649,0.00015888049706132021,2.735013281918502e-05
5.233519553072625,0.00015888049706132021,2.7341927123629782e-05
5.260893854748604,0.00015888049706132021,2.733375600545657e-05
5.288268156424582,0.00015888049706132021,2.7325619856125738e-05
5.315642458100559,0.00015888049706132021,2.7317519039989234e-05
